Customer Key,First Name,Last Name,Full Name,Age,Marital Status,Gender,Yearly Income,Total Children,DateFirstPurchase,DistanceFromStore,Customer City
24272,Martha,Wang,Martha Wang,63,M,Female,20000.00,2,2023-10-10,5-10 Miles,Silverwater
24273,Monique,Sanz,Monique Sanz,63,M,Female,20000.00,2,2023-10-10,5-10 Miles,Sydney
24274,Shaun,Shan,Shaun Shan,69,M,Male,20000.00,2,2023-10-30,1-2 Miles,Townsville
24275,Lucas,Rivera,Lucas Rivera,39,M,Male,30000.00,0,2024-02-26,1-2 Miles,Palo Alto
24276,Kaitlyn,Nelson,Kaitlyn Nelson,67,S,Female,20000.00,2,2024-03-08,5-10 Miles,Sydney
24277,Donald,Kovár,Donald Kovár,68,S,Male,20000.00,3,2024-02-23,5-10 Miles,Goulburn
24278,Cedric,Xu,Cedric Xu,56,M,Male,40000.00,2,2024-06-01,1-2 Miles,East Brisbane
24279,Angel,Nelson,Angel Nelson,66,S,Male,40000.00,2,2025-01-12,1-2 Miles,Rockhampton
24280,Peter,Shan,Peter Shan,65,S,Male,40000.00,3,2024-07-17,1-2 Miles,Silverwater
24281,Marie,Suri,Marie Suri,60,S,Female,40000.00,3,2023-11-25,5-10 Miles,Milsons Point
24282,Damien,Raji,Damien Raji,64,M,Male,80000.00,2,2023-11-23,5-10 Miles,Malabar
24283,Aimee,Zheng,Aimee Zheng,65,S,Female,80000.00,2,2023-11-26,1-2 Miles,Townsville
24284,Melissa,Sanders,Melissa Sanders,45,S,Female,40000.00,0,2022-10-30,1-2 Miles,Victoria
24285,Jesse,Cox,Jesse Cox,44,S,Male,40000.00,0,2024-07-05,5-10 Miles,Burien
24286,Kelvin,Goel,Kelvin Goel,45,S,Male,40000.00,0,2024-12-18,1-2 Miles,Chula Vista
24287,John,Martinez,John Martinez,45,M,Male,40000.00,0,2024-12-15,5-10 Miles,Chula Vista
24288,Pedro,Gomez,Pedro Gomez,45,M,Male,40000.00,0,2024-10-06,5-10 Miles,Concord
24289,Robert,Gonzalez,Robert Gonzalez,44,S,Male,60000.00,0,2024-04-04,5-10 Miles,Grossmont
24290,Zoe,Bell,Zoe Bell,45,M,Female,50000.00,0,2024-07-23,5-10 Miles,Bellingham
24291,Eduardo,Garcia,Eduardo Garcia,46,S,Male,50000.00,0,2024-12-09,1-2 Miles,Bellingham
24292,Mackenzie,Brooks,Mackenzie Brooks,46,M,Female,50000.00,0,2024-02-13,5-10 Miles,Glendale
24293,Anna,Rivera,Anna Rivera,45,M,Female,50000.00,0,2024-01-28,5-10 Miles,Lincoln Acres
24294,Luis,Yang,Luis Yang,46,S,Male,50000.00,0,2024-09-12,5-10 Miles,Portland
24295,Natalie,Barnes,Natalie Barnes,47,S,Female,60000.00,0,2024-12-09,1-2 Miles,Palo Alto
24296,Amanda,Gonzalez,Amanda Gonzalez,41,S,Female,70000.00,0,2024-12-01,5-10 Miles,Fremont
24297,Victoria,Cox,Victoria Cox,43,M,Female,60000.00,0,2024-02-16,5-10 Miles,Imperial Beach
24298,Robert,Yang,Robert Yang,43,M,Male,60000.00,0,2024-03-12,5-10 Miles,Palo Alto
24299,Andrea,Gray,Andrea Gray,44,S,Female,60000.00,0,2024-03-14,5-10 Miles,Downey
24300,Naomi,Gomez,Naomi Gomez,47,S,Female,80000.00,2,2023-11-20,5-10 Miles,Melbourne
24301,Tasha,Rai,Tasha Rai,62,S,Female,70000.00,2,2023-10-30,5-10 Miles,Hobart
24302,Cesar,Kapoor,Cesar Kapoor,63,M,Male,70000.00,2,2023-11-03,5-10 Miles,Sydney
24303,Megan,Diaz,Megan Diaz,62,S,Female,70000.00,2,2023-11-26,1-2 Miles,Wollongong
24304,Beth,Serrano,Beth Serrano,62,S,Female,100000.00,1,2023-11-24,0-1 Miles,Milsons Point
24305,Warren,Chow,Warren Chow,60,S,Male,100000.00,1,2023-11-21,0-1 Miles,Perth
24306,Molly,Chandra,Molly Chandra,55,M,Female,100000.00,1,2025-01-26,2-5 Miles,Springwood
24307,Tina,Sara,Tina Sara,61,S,Female,100000.00,1,2023-11-26,0-1 Miles,Milsons Point
24308,Destiny,Sanders,Destiny Sanders,47,S,Female,80000.00,0,2024-12-26,2-5 Miles,Woodburn
24309,Ethan,Williams,Ethan Williams,45,M,Male,50000.00,0,2022-11-20,1-2 Miles,Shawnee
24310,Gabrielle,Peterson,Gabrielle Peterson,46,S,Female,50000.00,0,2022-11-02,1-2 Miles,Shawnee
24311,Geoffrey,Patel,Geoffrey Patel,46,S,Male,60000.00,0,2024-12-15,1-2 Miles,Burien
24312,Austin,Martin,Austin Martin,46,S,Male,60000.00,0,2024-07-26,5-10 Miles,Everett
24313,Taylor,Brooks,Taylor Brooks,40,M,Female,60000.00,0,2024-05-18,5-10 Miles,Lake Oswego
24314,Bryan,Howard,Bryan Howard,54,M,Male,120000.00,2,2024-03-17,2-5 Miles,Daly City
24315,Edward,Scott,Edward Scott,53,M,Male,130000.00,0,2024-05-16,0-1 Miles,El Cajon
24316,Rachel,Diaz,Rachel Diaz,54,S,Female,130000.00,0,2024-11-01,1-2 Miles,Grossmont
24317,Devin,Thomas,Devin Thomas,54,S,Male,130000.00,0,2024-02-20,0-1 Miles,Newport Beach
24318,Luis,Long,Luis Long,48,M,Male,130000.00,1,2024-04-25,0-1 Miles,San Diego
24319,Benjamin,Clark,Benjamin Clark,63,M,Male,70000.00,2,2024-11-12,5-10 Miles,Lynnwood
24320,Joshua,White,Joshua White,62,S,Male,70000.00,2,2024-08-10,5-10 Miles,Beaverton
24321,Gabriel,Scott,Gabriel Scott,45,S,Male,40000.00,0,2024-12-06,0-1 Miles,Renton
24322,Alexandra,Evans,Alexandra Evans,56,M,Female,60000.00,4,2024-09-02,0-1 Miles,Royal Oak
24323,Janet,Wright,Janet Wright,50,S,Female,60000.00,5,2024-12-05,5-10 Miles,Lincoln Acres
24324,Jennifer,Reed,Jennifer Reed,50,S,Female,60000.00,4,2024-12-20,2-5 Miles,Downey
24325,Jason,Perry,Jason Perry,50,M,Male,60000.00,4,2024-12-08,0-1 Miles,West Covina
24326,Adam,Bryant,Adam Bryant,50,M,Male,60000.00,4,2024-12-17,2-5 Miles,Woodburn
24327,Evan,Rogers,Evan Rogers,55,M,Male,60000.00,4,2024-12-25,2-5 Miles,Yakima
24328,Melissa,Simmons,Melissa Simmons,50,S,Female,60000.00,4,2024-12-17,0-1 Miles,National City
24329,Abigail,Cooper,Abigail Cooper,57,S,Female,70000.00,4,2024-12-20,2-5 Miles,Portland
24330,Jessica,Bennett,Jessica Bennett,51,S,Female,70000.00,4,2024-12-04,0-1 Miles,Chula Vista
24331,Carson,Powell,Carson Powell,46,S,Male,70000.00,0,2024-12-01,2-5 Miles,Imperial Beach
24332,Abigail,Thompson,Abigail Thompson,57,M,Female,60000.00,3,2022-11-13,2-5 Miles,Metchosin
24333,Ann,Prasad,Ann Prasad,57,S,Female,70000.00,1,2024-12-02,2-5 Miles,Burien
24334,Alexa,James,Alexa James,57,M,Female,70000.00,1,2024-12-12,2-5 Miles,Novato
24335,Richard,Wright,Richard Wright,52,S,Male,70000.00,1,2024-12-04,2-5 Miles,Lynnwood
24336,Gabrielle,Wright,Gabrielle Wright,58,S,Female,70000.00,1,2024-12-18,2-5 Miles,Milwaukie
24337,Noah,Alexander,Noah Alexander,52,M,Male,70000.00,1,2024-12-16,2-5 Miles,Edmonds
24338,Shannon,Zeng,Shannon Zeng,58,S,Female,40000.00,4,2024-12-23,10+ Miles,Burbank
24339,Jennifer,Price,Jennifer Price,58,S,Female,40000.00,4,2023-12-28,2-5 Miles,Newport Beach
24340,Chloe,Clark,Chloe Clark,53,S,Female,40000.00,4,2024-02-24,0-1 Miles,Palo Alto
24341,Wyatt,Jones,Wyatt Jones,58,M,Male,60000.00,1,2024-02-24,2-5 Miles,Coronado
24342,Evan,Campbell,Evan Campbell,59,M,Male,60000.00,1,2022-11-06,2-5 Miles,Sooke
24343,Tyler,Harris,Tyler Harris,49,M,Male,40000.00,4,2024-03-08,0-1 Miles,Fremont
24344,Wayne,Chander,Wayne Chander,47,S,Male,50000.00,0,2022-11-13,2-5 Miles,Cliffside
24345,Riley,Cox,Riley Cox,47,S,Female,60000.00,0,2024-03-14,0-1 Miles,W. Linn
24346,Giorgio,Veronesi,Giorgio Veronesi,52,M,Female,60000.00,0,2024-04-23,0-1 Miles,Burlingame
24347,Tina,Madan,Tina Madan,47,S,Female,60000.00,0,2024-04-06,2-5 Miles,Concord
24348,Ruben,Gomez,Ruben Gomez,52,S,Male,60000.00,0,2024-04-14,0-1 Miles,Concord
24349,Jill,Patterson,Jill Patterson,53,S,Female,60000.00,0,2024-04-03,2-5 Miles,San Diego
24350,Eduardo,Simmons,Eduardo Simmons,93,S,Male,40000.00,2,2024-05-03,2-5 Miles,Fremont
24351,Brandon,Yang,Brandon Yang,54,M,Male,60000.00,1,2024-04-06,0-1 Miles,Daly City
24352,Natalie,Cox,Natalie Cox,60,M,Female,60000.00,1,2024-05-19,2-5 Miles,Lynnwood
24353,Andrea,Ramirez,Andrea Ramirez,54,M,Female,60000.00,1,2024-05-05,2-5 Miles,San Carlos
24354,Bailey,Cook,Bailey Cook,61,M,Female,60000.00,1,2024-04-30,2-5 Miles,Santa Cruz
24355,Jennifer,Johnson,Jennifer Johnson,55,M,Female,60000.00,4,2024-05-15,2-5 Miles,Burlingame
24356,Wesley,Zhang,Wesley Zhang,60,S,Male,80000.00,2,2024-12-22,0-1 Miles,Burbank
24357,Eric,Baker,Eric Baker,51,M,Male,60000.00,3,2024-05-13,2-5 Miles,Beverly Hills
24358,Kevin,Green,Kevin Green,62,M,Male,60000.00,1,2024-05-24,2-5 Miles,San Gabriel
24359,Zachary,Shan,Zachary Shan,56,S,Male,60000.00,1,2024-05-05,2-5 Miles,West Covina
24360,Carolyn,Diaz,Carolyn Diaz,51,S,Female,60000.00,2,2023-11-04,0-1 Miles,Rhodes
24361,Francisco,Rodriguez,Francisco Rodriguez,51,M,Male,60000.00,2,2023-11-13,0-1 Miles,Brisbane
24362,Marc,Vazquez,Marc Vazquez,51,S,Male,60000.00,2,2023-11-11,0-1 Miles,Melton
24363,Amanda,Coleman,Amanda Coleman,50,M,Female,80000.00,4,2025-01-22,0-1 Miles,Goulburn
24364,Henry,Prasad,Henry Prasad,50,M,Male,90000.00,2,2023-11-08,0-1 Miles,Cloverdale
24365,Mallory,Navarro,Mallory Navarro,52,S,Female,60000.00,2,2023-11-14,2-5 Miles,Rockhampton
24366,Melvin,Luo,Melvin Luo,40,S,Male,120000.00,1,2023-11-24,2-5 Miles,North Ryde
24367,Ross,Sara,Ross Sara,45,S,Male,120000.00,1,2023-11-25,0-1 Miles,Seaford
24368,Ebony,Prasad,Ebony Prasad,51,S,Female,120000.00,1,2023-11-03,0-1 Miles,Seaford
24369,Chelsea,Lopez,Chelsea Lopez,53,M,Female,80000.00,5,2024-10-28,0-1 Miles,Lane Cove
24370,Nathan,West,Nathan West,53,M,Male,80000.00,5,2024-08-22,0-1 Miles,Cranbourne
24371,Leslie,Navarro,Leslie Navarro,54,M,Female,90000.00,2,2023-11-05,2-5 Miles,Seaford
24372,Teresa,Jimenez,Teresa Jimenez,54,S,Female,60000.00,2,2023-11-20,2-5 Miles,Bendigo
24373,Steven,Reed,Steven Reed,54,M,Male,60000.00,2,2024-07-30,2-5 Miles,Melbourne
24374,Eugene,Ma,Eugene Ma,54,S,Male,60000.00,3,2025-01-27,0-1 Miles,Silverwater
24375,Pamela,Schmidt,Pamela Schmidt,49,M,Female,60000.00,3,2024-04-08,5-10 Miles,North Ryde
24376,Tommy,Black,Tommy Black,40,M,Male,70000.00,5,2024-12-07,10+ Miles,Brisbane
24377,Richard,Wood,Richard Wood,46,S,Male,70000.00,0,2023-11-16,0-1 Miles,Melbourne
24378,Brandi,Jiménez,Brandi Jiménez,52,S,Female,70000.00,0,2023-11-27,0-1 Miles,Port Macquarie
24379,Noah,Jenkins,Noah Jenkins,55,S,Male,70000.00,0,2024-04-24,5-10 Miles,Brisbane
24380,Maurice,Yuan,Maurice Yuan,54,M,Male,70000.00,0,2024-08-07,0-1 Miles,Sunbury
24381,Danny,Serrano,Danny Serrano,49,S,Male,70000.00,0,2023-11-18,5-10 Miles,Silverwater
24382,Patrick,Sanchez,Patrick Sanchez,50,M,Male,60000.00,3,2024-07-26,0-1 Miles,Cranbourne
24383,Ronald,Prasad,Ronald Prasad,46,M,Male,30000.00,0,2024-08-14,0-1 Miles,Lieusaint
24384,Kenneth,Pal,Kenneth Pal,45,M,Male,30000.00,0,2024-09-27,0-1 Miles,Roubaix
24385,Summer,Perez,Summer Perez,62,M,Female,70000.00,3,2024-12-22,5-10 Miles,Concord
24386,Isabella,Walker,Isabella Walker,57,S,Female,80000.00,2,2022-12-17,0-1 Miles,Westminster
24387,Elijah,Mitchell,Elijah Mitchell,62,M,Male,80000.00,2,2024-12-25,0-1 Miles,Bellflower
24388,Maria,Campbell,Maria Campbell,62,M,Female,80000.00,2,2024-12-07,0-1 Miles,Lynnwood
24389,Xavier,Carter,Xavier Carter,64,S,Male,80000.00,2,2024-02-14,5-10 Miles,Salem
24390,Carolyn,Prasad,Carolyn Prasad,63,M,Female,60000.00,2,2024-06-21,5-10 Miles,Bellingham
24391,Marissa,Washington,Marissa Washington,64,M,Female,60000.00,2,2024-05-30,5-10 Miles,Spring Valley
24392,Molly,Prasad,Molly Prasad,63,S,Female,60000.00,2,2022-12-17,1-2 Miles,Cliffside
24393,Joseph,Johnson,Joseph Johnson,88,S,Male,50000.00,2,2024-02-07,5-10 Miles,Everett
24394,Drew,Raji,Drew Raji,49,M,Male,110000.00,2,2024-07-01,2-5 Miles,Camarillo
24395,Alison,Raji,Alison Raji,55,M,Female,110000.00,3,2024-03-31,2-5 Miles,Concord
24396,Robyn,Navarro,Robyn Navarro,55,M,Female,120000.00,2,2024-04-26,2-5 Miles,Concord
24397,Henry,Raman,Henry Raman,54,S,Male,120000.00,2,2024-03-02,1-2 Miles,Coronado
24398,Brandon,Davis,Brandon Davis,55,M,Male,130000.00,1,2024-04-18,0-1 Miles,Newport Beach
24399,Katherine,Sanchez,Katherine Sanchez,56,M,Female,80000.00,4,2024-03-28,2-5 Miles,N. Vancouver
24400,Kaitlyn,Parker,Kaitlyn Parker,56,M,Female,100000.00,5,2024-12-15,0-1 Miles,Tacoma
24401,Douglas,Rana,Douglas Rana,56,S,Male,110000.00,3,2024-07-30,1-2 Miles,Bellflower
24402,Devin,Alexander,Devin Alexander,55,S,Male,170000.00,0,2024-12-18,1-2 Miles,Woodland Hills
24403,Gabriel,Wright,Gabriel Wright,58,M,Male,70000.00,3,2024-01-06,0-1 Miles,Novato
24404,Bryant,Chapman,Bryant Chapman,86,M,Male,70000.00,4,2024-01-22,0-1 Miles,Burlingame
24405,Tara,Rai,Tara Rai,86,M,Female,70000.00,4,2024-01-22,5-10 Miles,Burlingame
24406,Reginald,Vazquez,Reginald Vazquez,46,M,Male,110000.00,4,2024-12-20,5-10 Miles,Chula Vista
24407,Makayla,Peterson,Makayla Peterson,56,M,Female,110000.00,5,2024-11-13,5-10 Miles,Daly City
24408,Jordan,Diaz,Jordan Diaz,56,M,Male,110000.00,5,2024-11-27,5-10 Miles,Daly City
24409,Jackson,Hernandez,Jackson Hernandez,56,S,Male,120000.00,4,2024-12-21,1-2 Miles,Imperial Beach
24410,Sara,Sanders,Sara Sanders,52,S,Female,100000.00,1,2024-11-08,1-2 Miles,Yakima
24411,Johnathan,Sanchez,Johnathan Sanchez,57,M,Male,110000.00,1,2024-03-22,5-10 Miles,Beverly Hills
24412,Angelica,Patterson,Angelica Patterson,57,S,Female,120000.00,1,2024-05-06,1-2 Miles,Coronado
24413,Nathan,Lewis,Nathan Lewis,52,M,Male,120000.00,1,2024-01-12,5-10 Miles,Imperial Beach
24414,Adam,Edwards,Adam Edwards,58,S,Male,130000.00,1,2024-01-20,2-5 Miles,Lemon Grove
24415,Kaylee,Ward,Kaylee Ward,59,M,Female,70000.00,5,2024-02-10,2-5 Miles,N. Vancouver
24416,Oscar,Jenkins,Oscar Jenkins,58,M,Male,90000.00,4,2024-08-29,1-2 Miles,Salem
24417,Christopher,Harris,Christopher Harris,58,S,Male,130000.00,3,2024-01-08,2-5 Miles,San Diego
24418,Brandon,Garcia,Brandon Garcia,65,S,Male,60000.00,2,2022-12-17,1-2 Miles,Sooke
24419,Kaylee,Rivera,Kaylee Rivera,59,M,Female,70000.00,4,2024-04-27,5-10 Miles,Berkeley
24420,Marcus,Price,Marcus Price,64,M,Male,80000.00,3,2024-01-23,5-10 Miles,Puyallup
24421,Seth,Kelly,Seth Kelly,65,M,Male,90000.00,2,2024-01-26,10+ Miles,Olympia
24422,Thomas,Lal,Thomas Lal,84,M,Male,80000.00,4,2024-04-21,5-10 Miles,Concord
24423,Alyssa,Harris,Alyssa Harris,85,M,Female,130000.00,2,2024-03-28,0-1 Miles,Los Angeles
24424,Morgan,Russell,Morgan Russell,73,M,Female,130000.00,2,2024-03-21,0-1 Miles,West Covina
24425,Chloe,Ward,Chloe Ward,54,S,Female,90000.00,4,2024-01-04,5-10 Miles,Bremerton
24426,Jordan,Russell,Jordan Russell,59,M,Male,110000.00,5,2024-10-21,5-10 Miles,Beverly Hills
24427,Evelyn,Fernandez,Evelyn Fernandez,59,S,Female,110000.00,3,2024-01-18,2-5 Miles,City Of Commerce
24428,Hailey,Price,Hailey Price,59,M,Female,110000.00,4,2024-11-19,2-5 Miles,Coronado
24429,Isabelle,Hughes,Isabelle Hughes,54,S,Female,70000.00,2,2024-02-17,1-2 Miles,Seattle
24430,Dalton,Long,Dalton Long,66,S,Male,70000.00,3,2024-05-29,1-2 Miles,Concord
24431,Abigail,Morgan,Abigail Morgan,66,M,Female,60000.00,2,2022-12-10,5-10 Miles,Royal Oak
24432,Dalton,Reed,Dalton Reed,66,M,Male,60000.00,2,2024-05-10,5-10 Miles,San Carlos
24433,Luis,Simmons,Luis Simmons,65,M,Male,70000.00,3,2024-01-25,1-2 Miles,Los Angeles
24434,Jordan,Butler,Jordan Butler,66,M,Male,70000.00,3,2024-01-08,1-2 Miles,Renton
24435,Mariah,Hughes,Mariah Hughes,66,M,Female,70000.00,3,2024-04-18,5-10 Miles,Beaverton
24436,Jennifer,Hernandez,Jennifer Hernandez,61,M,Female,70000.00,3,2024-02-25,1-2 Miles,Grossmont
24437,Nicole,Blue,Nicole Blue,56,S,Female,70000.00,3,2024-02-21,1-2 Miles,Newport Beach
24438,Xavier,Robinson,Xavier Robinson,67,M,Male,40000.00,3,2025-01-16,5-10 Miles,Lynnwood
24439,Xavier,Watson,Xavier Watson,63,M,Male,40000.00,3,2024-08-31,5-10 Miles,Everett
24440,Jordyn,Hughes,Jordyn Hughes,58,M,Female,40000.00,3,2024-04-24,5-10 Miles,Lincoln Acres
24441,Tristan,Bryant,Tristan Bryant,68,S,Male,40000.00,3,2024-05-30,1-2 Miles,Yakima
24442,Briana,Gutierrez,Briana Gutierrez,68,M,Female,40000.00,3,2024-08-25,5-10 Miles,Biloxi
24443,Edgar,Suri,Edgar Suri,68,M,Male,40000.00,3,2025-01-06,5-10 Miles,Chula Vista
24444,Elijah,Griffin,Elijah Griffin,52,S,Male,40000.00,3,2024-06-06,1-2 Miles,Grossmont
24445,Lauren,Brooks,Lauren Brooks,57,M,Female,40000.00,4,2024-05-30,1-2 Miles,West Covina
24446,Brianna,Robinson,Brianna Robinson,63,M,Female,40000.00,4,2024-06-16,1-2 Miles,Berkeley
24447,Cody,Morgan,Cody Morgan,71,M,Male,30000.00,4,2024-03-05,5-10 Miles,Bellflower
24448,Amanda,Lopez,Amanda Lopez,65,M,Female,30000.00,4,2024-10-05,5-10 Miles,Kirkland
24449,Melanie,Simmons,Melanie Simmons,70,M,Female,30000.00,4,2024-05-14,5-10 Miles,Novato
24450,Isabel,Long,Isabel Long,71,M,Female,30000.00,4,2024-03-17,5-10 Miles,Sedro Woolley
24451,Bailey,Morgan,Bailey Morgan,70,M,Female,30000.00,4,2024-04-13,1-2 Miles,Seattle
24452,Megan,Coleman,Megan Coleman,71,M,Female,40000.00,4,2024-03-06,5-10 Miles,Bellingham
24453,Cassie,Yuan,Cassie Yuan,50,S,Female,60000.00,4,2024-10-19,5-10 Miles,Newcastle
24454,Carol,Zhou,Carol Zhou,55,S,Female,60000.00,4,2024-06-11,5-10 Miles,East Brisbane
24455,Alejandro,Chander,Alejandro Chander,55,M,Male,60000.00,4,2024-04-15,10+ Miles,Cranbourne
24456,Danny,Ruiz,Danny Ruiz,39,S,Male,60000.00,4,2024-07-23,5-10 Miles,Port Macquarie
24457,Meghan,Alonso,Meghan Alonso,51,S,Female,60000.00,3,2023-11-02,5-10 Miles,Malabar
24458,Frederick,Rodriguez,Frederick Rodriguez,51,S,Male,70000.00,0,2023-11-08,5-10 Miles,Warrnambool
24459,Kristin,Carson,Kristin Carson,41,S,Female,70000.00,1,2023-11-19,0-1 Miles,Caloundra
24460,Willie,Nara,Willie Nara,57,S,Male,60000.00,1,2023-11-17,0-1 Miles,Townsville
24461,Ruth,Sai,Ruth Sai,52,S,Female,60000.00,1,2023-11-18,5-10 Miles,Sydney
24462,Donald,Fernandez,Donald Fernandez,57,S,Male,60000.00,1,2023-11-17,0-1 Miles,Wollongong
24463,Kristen,Zheng,Kristen Zheng,90,M,Female,90000.00,1,2023-12-07,1-2 Miles,Lavender Bay
24464,Joanna,Torres,Joanna Torres,53,S,Female,100000.00,0,2024-06-14,10+ Miles,Newcastle
24465,Tara,Andersen,Tara Andersen,60,M,Female,60000.00,1,2023-11-28,5-10 Miles,Melbourne
24466,Alexa,Travers,Alexa Travers,59,M,Female,60000.00,1,2023-12-01,5-10 Miles,Caloundra
24467,Susan,He,Susan He,60,S,Female,60000.00,1,2023-12-08,0-1 Miles,Rhodes
24468,Whitney,Patel,Whitney Patel,54,S,Female,70000.00,0,2023-11-28,5-10 Miles,Cranbourne
24469,Roger,Andersen,Roger Andersen,55,S,Male,80000.00,5,2024-02-16,1-2 Miles,Rhodes
24470,Clarence,Lal,Clarence Lal,55,M,Male,80000.00,5,2024-05-01,1-2 Miles,Springwood
24471,Ricardo,Chande,Ricardo Chande,56,S,Male,70000.00,0,2024-04-01,5-10 Miles,Cranbourne
24472,Jake,He,Jake He,55,S,Male,70000.00,0,2024-12-16,5-10 Miles,North Ryde
24473,Marco,Rana,Marco Rana,50,S,Male,70000.00,0,2024-08-29,5-10 Miles,Wollongong
24474,Rosa,Guo,Rosa Guo,51,S,Female,70000.00,0,2023-12-04,0-1 Miles,Sydney
24475,Gilbert,Zhou,Gilbert Zhou,57,S,Male,70000.00,0,2023-12-22,0-1 Miles,Bendigo
24476,Jared,Brooks,Jared Brooks,48,M,Male,60000.00,1,2023-11-28,5-10 Miles,Cranbourne
24477,Warren,Zeng,Warren Zeng,59,S,Male,60000.00,1,2023-12-26,5-10 Miles,Findon
24478,Lindsay,Sharma,Lindsay Sharma,53,S,Female,60000.00,1,2023-12-14,5-10 Miles,Goulburn
24479,Desirée,Moreno,Desirée Moreno,53,S,Female,70000.00,5,2025-01-17,5-10 Miles,Malabar
24480,Kelli,Liu,Kelli Liu,61,S,Female,90000.00,2,2023-12-08,2-5 Miles,Melton
24481,Dennis,Sun,Dennis Sun,56,M,Male,90000.00,2,2023-12-11,2-5 Miles,Gold Coast
24482,Roy,Ramos,Roy Ramos,56,M,Male,100000.00,4,2023-12-18,1-2 Miles,Melton
24483,Arthur,Kapoor,Arthur Kapoor,84,S,Male,30000.00,2,2024-09-16,5-10 Miles,Coffs Harbour
24484,Chad,Anand,Chad Anand,59,M,Male,60000.00,1,2023-11-28,5-10 Miles,Cloverdale
24485,Franklin,Ma,Franklin Ma,66,S,Male,40000.00,2,2023-12-23,5-10 Miles,Coffs Harbour
24486,Rafael,Zeng,Rafael Zeng,44,M,Male,40000.00,0,2024-02-01,5-10 Miles,Chula Vista
24487,Samantha,Harris,Samantha Harris,45,S,Female,40000.00,0,2024-08-23,0-1 Miles,Newton
24488,Gavin,Gonzales,Gavin Gonzales,45,S,Male,40000.00,0,2024-12-22,0-1 Miles,Vancouver
24489,Shelby,Murphy,Shelby Murphy,44,S,Female,40000.00,0,2024-04-13,5-10 Miles,Haney
24490,Dwayne,Suarez,Dwayne Suarez,40,M,Male,30000.00,0,2024-09-18,5-10 Miles,Bremerton
24491,Kaitlyn,Russell,Kaitlyn Russell,40,S,Female,30000.00,0,2022-12-17,0-1 Miles,Sooke
24492,Devin,Lopez,Devin Lopez,41,S,Male,30000.00,0,2024-03-03,0-1 Miles,Lakewood
24493,Seth,Bennett,Seth Bennett,41,S,Male,30000.00,0,2022-12-02,0-1 Miles,Newton
24494,Rafael,Zhou,Rafael Zhou,83,M,Male,30000.00,2,2024-01-31,0-1 Miles,Coffs Harbour
24495,Kellie,Ortega,Kellie Ortega,72,S,Female,30000.00,2,2025-01-14,0-1 Miles,Hervey Bay
24496,Katelyn,Mitchell,Katelyn Mitchell,42,S,Female,40000.00,0,2022-12-04,0-1 Miles,Sooke
24497,Abigail,James,Abigail James,42,S,Female,40000.00,0,2024-02-04,5-10 Miles,Port Orchard
24498,Angela,Washington,Angela Washington,42,S,Female,40000.00,0,2024-06-10,0-1 Miles,W. Linn
24499,Olivia,Lewis,Olivia Lewis,42,S,Female,30000.00,0,2024-05-21,0-1 Miles,Spring Valley
24500,Seth,Johnson,Seth Johnson,42,M,Male,40000.00,0,2024-06-12,0-1 Miles,Puyallup
24501,Victoria,Garcia,Victoria Garcia,41,S,Female,30000.00,0,2022-12-27,0-1 Miles,Haney
24502,Deb,Price,Deb Price,79,M,Male,40000.00,2,2023-12-06,0-1 Miles,Port Macquarie
24503,Laura,Ma,Laura Ma,73,M,Female,40000.00,2,2023-12-17,0-1 Miles,Goulburn
24504,Eddie,Navarro,Eddie Navarro,78,M,Male,40000.00,2,2023-12-12,0-1 Miles,Lane Cove
24505,Clifford,Gonzalez,Clifford Gonzalez,71,M,Male,40000.00,2,2023-12-18,0-1 Miles,Perth
24506,Jaime,Muñoz,Jaime Muñoz,77,M,Female,60000.00,2,2023-12-10,5-10 Miles,South Melbourne
24507,Madison,Garcia,Madison Garcia,43,S,Female,40000.00,0,2024-09-14,1-2 Miles,Edmonds
24508,Alex,Phillips,Alex Phillips,43,S,Male,40000.00,0,2024-10-16,1-2 Miles,Milwaukie
24509,Emma,Long,Emma Long,43,S,Female,40000.00,0,2024-11-07,5-10 Miles,Spokane
24510,Christian,Martinez,Christian Martinez,43,M,Male,40000.00,0,2024-10-03,1-2 Miles,Walla Walla
24511,Logan,Hall,Logan Hall,44,S,Male,40000.00,0,2024-08-28,1-2 Miles,Woodburn
24512,Adrienne,Jiménez,Adrienne Jiménez,43,S,Female,40000.00,0,2024-07-13,5-10 Miles,Burlingame
24513,Alejandro,Deng,Alejandro Deng,44,M,Male,40000.00,0,2024-04-11,5-10 Miles,Colma
24514,Jesse,Phillips,Jesse Phillips,44,M,Male,40000.00,0,2024-07-18,5-10 Miles,Mill Valley
24515,Ian,Jones,Ian Jones,44,S,Male,40000.00,0,2024-12-20,5-10 Miles,San Diego
24516,Rachel,Moore,Rachel Moore,44,S,Female,40000.00,0,2024-02-08,5-10 Miles,Colma
24517,Brandon,Harris,Brandon Harris,46,S,Male,50000.00,0,2024-12-29,1-2 Miles,Daly City
24518,Stephanie,Allen,Stephanie Allen,46,S,Female,50000.00,0,2024-07-07,5-10 Miles,Lakewood
24519,Carlos,King,Carlos King,40,M,Male,50000.00,0,2024-10-06,5-10 Miles,Redwood City
24520,Joseph,Wilson,Joseph Wilson,47,M,Male,60000.00,0,2024-06-28,5-10 Miles,Burbank
